py_ix,ITEM_ID,COLLECTION,NAME,DESCRIPTION,IMAGE,CATEGORY,MINT_USD,BID_USD,ORDER_USD,BUYERS,N_SALES,what,style,theme,color,season,occasion,who,adult flag,Preview
689,0xa363ab292b42bb31ac14e4959865f38e8b8deeae-3,0xa363ab292b42bb31ac14e4959865f38e8b8deeae,Hollow Sandals,Walking straight to the grave.,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xa363ab292b42bb31ac14e4959865f38e8b8deeae:3/thumbnail,feet,0,3.068974181,4.997573079,2,7,art,art deco,art,red and white,summer,party,woman,no,
690,0x2691f0feaa0137af3edb3acaf83ca5d6a3cfdf32-0,0x2691f0feaa0137af3edb3acaf83ca5d6a3cfdf32,Trust Yourself (T-Shirt + Sword),IRL VERSION OF SHIRT CLAIMABLE WHEN YOU PURCHASE 10+,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x2691f0feaa0137af3edb3acaf83ca5d6a3cfdf32:0/thumbnail,upper_body,35.02776668,1.112375152,1.064968888,10,10,shirt,military,pirate,black,summer,party,soldier,no,
691,0x69ef84c0e6c9a458969e6ed9556c1ac43e3d2d79-7,0x69ef84c0e6c9a458969e6ed9556c1ac43e3d2d79,El Combo Tee,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x69ef84c0e6c9a458969e6ed9556c1ac43e3d2d79:7/thumbnail,upper_body,0,0,0.9841680611,2,2,dress,dress,christmas,white,winter,christmas,chef,no,
692,0xc167e0afd385ec9d7517317da4e9183de840f9cf-5,0xc167e0afd385ec9d7517317da4e9183de840f9cf,Swing with Bing Sweater,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xc167e0afd385ec9d7517317da4e9183de840f9cf:5/thumbnail,upper_body,6.555095572,0,0,4,4,t shirt,t shirt,baseball,purple,summer,birthday,child,no,
693,0x36b84d58477797a5656cadf80d023103f90b711c-0,0x36b84d58477797a5656cadf80d023103f90b711c,Black Diamond Heels,Designed by @Walt_Adler Details at VIRTEWEL.com,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x36b84d58477797a5656cadf80d023103f90b711c:0/thumbnail,feet,306.6495217,0,0,29,32,high heels,high heels,high heels,black and white,summer,formal,woman,no,
694,0x79613f1da4ce3dbe0e5ba270fc5c7cd624deb99c-2,0x79613f1da4ce3dbe0e5ba270fc5c7cd624deb99c,80's Tennis Shoes,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x79613f1da4ce3dbe0e5ba270fc5c7cd624deb99c:2/thumbnail,feet,0,0,1.209105229,2,3,sneakers,sneakers,soccer,yellow and green,summer,running,athlete,no,
695,0xaf65603626f7a5cd57d2aa947dd58b1b5370b940-0,0xaf65603626f7a5cd57d2aa947dd58b1b5370b940,Stoik Cityscape Hoodie,Drone Photography Hoodie,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xaf65603626f7a5cd57d2aa947dd58b1b5370b940:0/thumbnail,upper_body,58.68095874,0,0,5,5,snowboard,sports,space,blue,summer,running,snowboarder,no,
696,0xf6ed0f2eea302dbd77482bd4771645ee142ecf7c-1,0xf6ed0f2eea302dbd77482bd4771645ee142ecf7c,Space Jams,All the proceeds will be used to create V2 of the Soldiers.,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xf6ed0f2eea302dbd77482bd4771645ee142ecf7c:1/thumbnail,feet,112.4882758,0,5.682006633,24,24,sneakers,sneakers,nike,green,summer,running,skater,no,
697,0xfb1d9d5dbb92f2dccc841bd3085081bb1bbeb04d-16,0xfb1d9d5dbb92f2dccc841bd3085081bb1bbeb04d,Checkered Shepra Bucket Hat,This wearable can be used to play ICE Poker Arcade.,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xfb1d9d5dbb92f2dccc841bd3085081bb1bbeb04d:16/thumbnail,hat,0,0.4703321534,0,1,1,hat,old fashioned,checkered,black and white,summer,party,person,no,
698,0xb16c1e230bfe3b53a82d873115d26f1ce3b73e7f-7,0xb16c1e230bfe3b53a82d873115d26f1ce3b73e7f,MVMF '22 SoundR TheTyne,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xb16c1e230bfe3b53a82d873115d26f1ce3b73e7f:7/thumbnail,upper_body,10.0657316,0,0,4,4,t shirt,t shirt,t shirt,black,summer,party,gamer,no,
699,0x290907b18fdbc02985d37516eda0f957f628cf58-0,0x290907b18fdbc02985d37516eda0f957f628cf58,Defi Drip - Merry Dripmas,Merry Dripmas! Defi Drip Ugly Sweater 2022,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x290907b18fdbc02985d37516eda0f957f628cf58:0/thumbnail,upper_body,28.72422814,1.44907069,0,12,15,christmas,christmas,christmas,red,winter,christmas,child,no,
700,0x9412dcbecc58a924e9c93c42ca9d0430d5d6c4c6-1,0x9412dcbecc58a924e9c93c42ca9d0430d5d6c4c6,PEDIGREE® FOSTERVERSE™ MUTTPACK,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x9412dcbecc58a924e9c93c42ca9d0430d5d6c4c6:1/thumbnail,upper_body,0,0,0.7093173673,1,1,shirt,t shirt,soccer,blue,summer,soccer,volleyball,no,
701,0x75899709f39626c2112bd8311ab61cdbbc2cecde-1,0x75899709f39626c2112bd8311ab61cdbbc2cecde,Shoes of Eros - Grunge,Shoes of Eros from the Wilderness. Grunge is not dead.,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x75899709f39626c2112bd8311ab61cdbbc2cecde:1/thumbnail,feet,0,38.31590698,133.2531909,17,17,sneakers,sneakers,alien,black,summer,christmas,skater,no,
702,0xaec204f0fd170ddb65cfe0d99949e904d86a89ab-0,0xaec204f0fd170ddb65cfe0d99949e904d86a89ab,MET AMS & RLTY Official Wearable,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xaec204f0fd170ddb65cfe0d99949e904d86a89ab:0/thumbnail,upper_body,3.241374836,0,0,4,4,t shirt,baseball,baseball,purple,summer,birthday,baseball player,no,
703,0x3e5fa1cc32682a93d5d48d6132c829999e8492a6-0,0x3e5fa1cc32682a93d5d48d6132c829999e8492a6,Neon Jacket,You will shine between blue and gold lights!,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x3e5fa1cc32682a93d5d48d6132c829999e8492a6:0/thumbnail,upper_body,28.71961402,1.476300172,0,5,6,jacket,casual,alien,black,winter,party,skater,no,
704,0xbc551e98bade0552a9f4e03a446bab093e6673f3-0,0xbc551e98bade0552a9f4e03a446bab093e6673f3,The Cuervo MetaMarg Pack,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xbc551e98bade0552a9f4e03a446bab093e6673f3:0/thumbnail,upper_body,0,2.178234296,74.98873101,10,16,glove,fingerless,neon,blue,summer,party,chef,no,
705,0xcde6c380db0b6d8d4d12d730912a2909b6e2cf6e-1,0xcde6c380db0b6d8d4d12d730912a2909b6e2cf6e,Capgemini - Santa Hat (2022),Capgemini Christmas 2022 Collection,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xcde6c380db0b6d8d4d12d730912a2909b6e2cf6e:1/thumbnail,hat,0,1.375746801,0,1,2,hat,beanie,ice cream,red,summer,christmas,skier,no,
706,0x9bd2a378c75c0a323d95335e1a250c00fa9ec1aa-0,0x9bd2a378c75c0a323d95335e1a250c00fa9ec1aa,Vainamoinen hat,Finnish Vainamoinen hat by Finnish Metagallery.,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x9bd2a378c75c0a323d95335e1a250c00fa9ec1aa:0/thumbnail,hat,0,1.868698734,2.029288268,4,12,hat,baseball,halloween,white,winter,halloween,person,no,
707,0x0798748d52728a70d6c567383a648c1214f3ec33-0,0x0798748d52728a70d6c567383a648c1214f3ec33,Skeleton Costume // FBRN,Tintable-Emissive Skeleton Costume |FBRN| Flex your expeirence,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x0798748d52728a70d6c567383a648c1214f3ec33:0/thumbnail,upper_body,23.78672807,0,0,3,3,skeleton,skeleton,skeleton,black,summer,halloween,skeleton,no,
708,0x7e03cb1eb02aacfd5fdec88ced4aefa1015c4f86-0,0x7e03cb1eb02aacfd5fdec88ced4aefa1015c4f86,Lucky Chicken 3000's,Commemorative Wearable from The DCL Report | May 2022 MetaMoment,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x7e03cb1eb02aacfd5fdec88ced4aefa1015c4f86:0/thumbnail,feet,48.12798604,0,4.266403034,28,34,chicken,chicken,chicken,white,summer,easter,chicken,no,
709,0x9413eba0d71a910e82ef0218a73be345aee3f5eb-0,0x9413eba0d71a910e82ef0218a73be345aee3f5eb,Nancy Ajram Marshmello T-shirt,Nancy Ajram Marshmello Exclusive Sah Sah T-shirt. Unisex.,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x9413eba0d71a910e82ef0218a73be345aee3f5eb:0/thumbnail,upper_body,0,0,33.54104023,9,24,shirt,t shirt,halloween,black,summer,halloween,woman,yes,
710,0x7ec61e9b91fb0870f4a3d721621bb8a9db276464-5,0x7ec61e9b91fb0870f4a3d721621bb8a9db276464,The Magic of Love,,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x7ec61e9b91fb0870f4a3d721621bb8a9db276464:5/thumbnail,upper_body,14.66346501,0,0,1,1,dress,formal,formal,pink,summer,formal,doll,no,
711,0xd88488d6cfd4387603d3c73f75996c084e6827ce-4,0xd88488d6cfd4387603d3c73f75996c084e6827ce,The Voice Coach Rabbit Ears,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xd88488d6cfd4387603d3c73f75996c084e6827ce:4/thumbnail,hat,0,0,1.029430427,3,4,hat,no hat,no hat,white,summer,party,woman,no,
712,0x4d338b51adb9659377bd9161689d759df5b3194b-0,0x4d338b51adb9659377bd9161689d759df5b3194b,Cyber Pants 404,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x4d338b51adb9659377bd9161689d759df5b3194b:0/thumbnail,lower_body,166.0593434,4.398369113,19.4880967,47,110,ski boots,baseball,baseball,white,summer,skiing,skier,no,
713,0x445995a4cc1522ec21c0c130f2fd6d048cfdf391-0,0x445995a4cc1522ec21c0c130f2fd6d048cfdf391,Jean Chupin Knee Brace,Venture into the Metaverse with these Cool Jeans.,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x445995a4cc1522ec21c0c130f2fd6d048cfdf391:0/thumbnail,lower_body,22.14615316,3.516440733,72.3465765,45,61,leggings,leggings,zombie,black,summer,halloween,skater,no,
714,0x64f25e44de2aa7d940c6d40c4ad9f21d8b19877f-8,0x64f25e44de2aa7d940c6d40c4ad9f21d8b19877f,Springfield Retro Sneakers,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x64f25e44de2aa7d940c6d40c4ad9f21d8b19877f:8/thumbnail,feet,14.0437661,0,0,3,3,tennis shoes,tennis,nike,white and red,summer,running,person,no,
715,0x9a9949bb49170fcec4891f4cfa7370281acb8cae-0,0x9a9949bb49170fcec4891f4cfa7370281acb8cae,AH Kicks,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x9a9949bb49170fcec4891f4cfa7370281acb8cae:0/thumbnail,feet,0,0,0.3586382419,2,2,boots,rain boots,purple,purple,winter,rain,girl,no,
716,0xbb293f4f76e81353e768c5b973802742b6a81899-5,0xbb293f4f76e81353e768c5b973802742b6a81899,Yellow Pants,A pair of shiny yellow pants,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xbb293f4f76e81353e768c5b973802742b6a81899:5/thumbnail,lower_body,14.19117537,0.3630020695,4.971711659,22,32,wetsuit,tube,neon,yellow,summer,party,person,no,
717,0x5930c6f37668a285c4fb2489af3322134d37c014-0,0x5930c6f37668a285c4fb2489af3322134d37c014,Asprey Hat,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x5930c6f37668a285c4fb2489af3322134d37c014:0/thumbnail,hat,0,0,11.41018763,7,10,hat,top hat,fancy,purple,summer,wedding,person,no,
718,0xe7a1b351d1eebf4959c42adc535bae4c85f0392c-0,0xe7a1b351d1eebf4959c42adc535bae4c85f0392c,aka Julia Hoodie E. Michi Todd,aka Julia Engineered by Michi Todd Julia Hoodie Black,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xe7a1b351d1eebf4959c42adc535bae4c85f0392c:0/thumbnail,upper_body,11.50249039,0,0,6,8,wetsuit,full body,ghost,black,summer,no way to tell,person,no,
719,0x68e66d025640a5f0c462a7d7ad14dba81b25241e-0,0x68e66d025640a5f0c462a7d7ad14dba81b25241e,Filecoin Tshirt,Filecoin giveaway for FilAustin 2022,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x68e66d025640a5f0c462a7d7ad14dba81b25241e:0/thumbnail,upper_body,0,2.676127942,0.8427192859,1,2,swimsuit,dress,graduation,black,summer,graduation,graduate,no,
720,0xb8326d69371668bb8403463e4f71c10b408535c3-1,0xb8326d69371668bb8403463e4f71c10b408535c3,Meataversity Beefy Tee,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xb8326d69371668bb8403463e4f71c10b408535c3:1/thumbnail,upper_body,0,0,0.05761528389,2,2,apron,dress,wine,red,summer,party,wine,no,
721,0x6da6f4de96c5d6b797a4df9865f8a5dd1e9fd341-0,0x6da6f4de96c5d6b797a4df9865f8a5dd1e9fd341,Triangle top with Jeans | Xalax,Casual Wear for the ladies of Decentraland.,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x6da6f4de96c5d6b797a4df9865f8a5dd1e9fd341:0/thumbnail,upper_body,29.42163092,0,0,4,5,tie,bust,tie dye,purple,summer,party,model,no,
722,0xe8dc9f56a21b6e8f774eca06a54ef0f860e17eeb-0,0xe8dc9f56a21b6e8f774eca06a54ef0f860e17eeb,WorldCup Challenge,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xe8dc9f56a21b6e8f774eca06a54ef0f860e17eeb:0/thumbnail,upper_body,0,0,0.8327940912,2,3,shirt,t shirt,world cup,red,summer,world cup,soccer player,no,
723,0x7ec61e9b91fb0870f4a3d721621bb8a9db276464-2,0x7ec61e9b91fb0870f4a3d721621bb8a9db276464,Gold Riding Hood,,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x7ec61e9b91fb0870f4a3d721621bb8a9db276464:2/thumbnail,upper_body,14.66346501,0,0,1,1,dress,couture,couture,orange,winter,wedding,doll,no,
724,0x683156c152fb247701c5bde3b6da4c97f88b98e7-0,0x683156c152fb247701c5bde3b6da4c97f88b98e7,CDVeste,CreatorDAO limited Veste,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x683156c152fb247701c5bde3b6da4c97f88b98e7:0/thumbnail,upper_body,0,0,6.495486375,5,5,swimsuit,bathing suit,beach,orange,summer,summer,woman,no,
725,0xe75ef2d153403c4a45df8603dcdfdddd2ed755ea-2,0xe75ef2d153403c4a45df8603dcdfdddd2ed755ea,Hearts Opera Gloves,Your True Self is Priceless,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xe75ef2d153403c4a45df8603dcdfdddd2ed755ea:2/thumbnail,upper_body,0,0,50.79999644,1,1,snowboard,snowboarding,red,red,winter,skiing,snowboarder,no,
726,0x654e88b6e8ca21e3c61504aef20e5daa1748b05e-1,0x654e88b6e8ca21e3c61504aef20e5daa1748b05e,Angel’s Envy Leather Jacket,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x654e88b6e8ca21e3c61504aef20e5daa1748b05e:1/thumbnail,upper_body,0,0,0.65334414,2,2,wetsuit,wetsuit,superhero,black,winter,surfing,person,no,
727,0xae8896505c04b775ac08a077d75d1e78232ed029-0,0xae8896505c04b775ac08a077d75d1e78232ed029,Off Shoulder Mini Dress,Silky RGB off shoulder mini dress by Refraction,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xae8896505c04b775ac08a077d75d1e78232ed029:0/thumbnail,upper_body,96.49583566,0,0.9972532132,35,39,dress,dress,red,red,summer,party,model,yes,
728,0x4b202676ab2691fc0c589ab191f2b61927adc27f-0,0x4b202676ab2691fc0c589ab191f2b61927adc27f,Fruit Farmer,SFF Metaverse Merch,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x4b202676ab2691fc0c589ab191f2b61927adc27f:0/thumbnail,upper_body,0,0,1.616007791,5,7,overalls,overalls,halloween,black,summer,party,chef,no,
729,0x304a2d14b22801dafee057629627d5c51ddbaa8f-1,0x304a2d14b22801dafee057629627d5c51ddbaa8f,Reindeer Helmet,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x304a2d14b22801dafee057629627d5c51ddbaa8f:1/thumbnail,hat,0,0,1.353750664,4,6,hat,deer,deer,blue,winter,christmas,skier,no,
730,0x79613f1da4ce3dbe0e5ba270fc5c7cd624deb99c-3,0x79613f1da4ce3dbe0e5ba270fc5c7cd624deb99c,80's Tennis Shirt,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x79613f1da4ce3dbe0e5ba270fc5c7cd624deb99c:3/thumbnail,upper_body,0,0,0.3386648363,2,2,soccer jersey,sports,space,white,summer,party,skier,no,
731,0x8c0f9dc865ff9476880abcd0452572840fe99f32-1,0x8c0f9dc865ff9476880abcd0452572840fe99f32,DCL Tutorial Hoodie,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x8c0f9dc865ff9476880abcd0452572840fe99f32:1/thumbnail,upper_body,0,0,0.0300470834,4,4,sweatshirt,sweatshirt,sports,white,winter,christmas,snowboarder,no,
732,0xa25c20f58ac447621a5f854067b857709cbd60eb-2,0xa25c20f58ac447621a5f854067b857709cbd60eb,Thalia Pride Bolero & Gloves,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xa25c20f58ac447621a5f854067b857709cbd60eb:2/thumbnail,upper_body,0,0,16.39161571,30,49,clown costume,clown,clown,purple,summer,halloween,clown,no,
733,0x4cc9486a8f01c17ca1766c6e4a0c9c866e4dd0ce-1,0x4cc9486a8f01c17ca1766c6e4a0c9c866e4dd0ce,Dillon Cap,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x4cc9486a8f01c17ca1766c6e4a0c9c866e4dd0ce:1/thumbnail,hat,0,0,2.125985786,5,5,hat,baseball,baseball,pink and white,summer,birthday,girl,no,
734,0x5969488f3b9cf9b12e5e9b51b3ff4077cd3d46ea-1,0x5969488f3b9cf9b12e5e9b51b3ff4077cd3d46ea,Blue wizard hat,A blue wizard hat,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x5969488f3b9cf9b12e5e9b51b3ff4077cd3d46ea:1/thumbnail,hat,0,0,0.4473120222,1,1,hat,beach,beach,blue,summer,summer,clown,no,
735,0xc359af35395001c0044eea72e27d2de12cdb88dc-4,0xc359af35395001c0044eea72e27d2de12cdb88dc,Soundr MVMF 2022 - Tarune,Show your love for Tarune with this layered tee!,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xc359af35395001c0044eea72e27d2de12cdb88dc:4/thumbnail,upper_body,6.84774871,0,0,1,1,shirt,t shirt,rock band,black,summer,birthday,person,no,
736,0x8ae1f9f24ffb53806721a8de2ab7af9be39e635d-14,0x8ae1f9f24ffb53806721a8de2ab7af9be39e635d,Peacoat,This NFT will grant you access to ICE Poker Tournament Mode,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x8ae1f9f24ffb53806721a8de2ab7af9be39e635d:14/thumbnail,upper_body,0,2.075118885,74.25765861,23,30,suit,victorian,gothic,black,winter,formal,businessman,no,
737,0xe9a41da9e0d72511325478a14267d7eeb5615aae-0,0xe9a41da9e0d72511325478a14267d7eeb5615aae,SupermindxKay Galverse Inspo Top,"Dream in crystals with SUPERNINA, Kay & ManaDaiquiri",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xe9a41da9e0d72511325478a14267d7eeb5615aae:0/thumbnail,upper_body,124.4669438,0,0,38,43,swimsuit,sleeveless,star wars,white,summer,party,girl,no,
738,0x36447f4f1a0cb557868d0bbef21030965410d30e-1,0x36447f4f1a0cb557868d0bbef21030965410d30e,LaLigaLand Golf Hat,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x36447f4f1a0cb557868d0bbef21030965410d30e:1/thumbnail,hat,0,0,1.198587286,4,4,hat,fedora,plaid,yellow,summer,summer,man,no,
739,0xcbd17d94f5be12fff27566c23888d6936b8e70b8-3,0xcbd17d94f5be12fff27566c23888d6936b8e70b8,WZ S3 Cosmic Sneakers,WZ S3 Cosmic Sneakers,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xcbd17d94f5be12fff27566c23888d6936b8e70b8:3/thumbnail,feet,0,3.255649324,17.04158154,8,14,shoes,wedge,blue,black and white,summer,birthday,person,no,
740,0x5a763a98c87b32be8edc91beb81bfca3daadf330-1,0x5a763a98c87b32be8edc91beb81bfca3daadf330,Club Lights Dress,Bershka x Amnesia collection. Amnesia picture print micro mesh,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x5a763a98c87b32be8edc91beb81bfca3daadf330:1/thumbnail,upper_body,99.2473285,0,0,14,15,dress,dress,christmas,red,summer,christmas,woman,no,
741,0x32f079439c27d1dc1feb579d94b14f3e946a82e8-4,0x32f079439c27d1dc1feb579d94b14f3e946a82e8,MTN DEW Charged Combat Boots,MTN DEW Charged boots for the 2022 NYSubliners Major 4 playoffs,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x32f079439c27d1dc1feb579d94b14f3e946a82e8:4/thumbnail,feet,0,0,14.01899148,38,48,boots,boots,alien,black,summer,halloween,skater,no,
